Country/Area,Item1,Purpose,Year,Overnight Stays
Hong Kong,Tokushima,Overall,2016,"18,890"
Hong Kong,Tokushima,Overall,2017,"26,890"
Hong Kong,Tokushima,Overall,2018,"30,570"
Hong Kong,Tokushima,Overall,2019,"35,070"
Hong Kong,Tokushima,Overall,2020,"6,370"
Hong Kong,Tokushima,Overall,2021,130
Hong Kong,Tokushima,Overall,2022,"1,750"
Hong Kong,Tokushima,Overall,2023,"19,500"
Hong Kong,Tokushima,Overall,2024,"22,390"
Hong Kong,Tokyo,Overall,2011,"322,130"
Hong Kong,Tokyo,Overall,2012,"404,400"
Hong Kong,Tokyo,Overall,2013,"628,710"
Hong Kong,Tokyo,Overall,2014,"699,640"
Hong Kong,Tokyo,Overall,2015,"1,002,760"
Hong Kong,Tokyo,Overall,2016,"939,730"
Hong Kong,Tokyo,Overall,2017,"1,182,340"
Hong Kong,Tokyo,Overall,2018,"1,202,310"
Hong Kong,Tokyo,Overall,2019,"1,309,900"
Hong Kong,Tokyo,Overall,2020,"224,850"
Hong Kong,Tokyo,Overall,2021,"8,940"
Hong Kong,Tokyo,Overall,2022,"296,620"
Hong Kong,Tokyo,Overall,2023,"1,932,900"
Hong Kong,Tokyo,Overall,2024,"2,043,940"
Hong Kong,Tottori,Overall,2011,560
Hong Kong,Tottori,Overall,2012,"1,940"
Hong Kong,Tottori,Overall,2013,"3,560"
Hong Kong,Tottori,Overall,2014,"3,660"
Hong Kong,Tottori,Overall,2015,"10,670"
Hong Kong,Tottori,Overall,2016,"15,500"
Hong Kong,Tottori,Overall,2017,"27,530"
Hong Kong,Tottori,Overall,2018,"37,670"
Hong Kong,Tottori,Overall,2019,"48,050"
Hong Kong,Tottori,Overall,2020,"6,270"
Hong Kong,Tottori,Overall,2021,0
Hong Kong,Tottori,Overall,2022,"1,030"
Hong Kong,Tottori,Overall,2023,"12,280"
Hong Kong,Tottori,Overall,2024,"17,320"
Hong Kong,Toyama,Overall,2011,"2,540"
Hong Kong,Toyama,Overall,2012,"6,540"
Hong Kong,Toyama,Overall,2013,"11,350"
Hong Kong,Toyama,Overall,2014,"13,050"
Hong Kong,Toyama,Overall,2015,"24,940"
Hong Kong,Toyama,Overall,2016,"31,760"
Hong Kong,Toyama,Overall,2017,"34,280"
Hong Kong,Toyama,Overall,2018,"33,440"
Hong Kong,Toyama,Overall,2019,"32,760"
Hong Kong,Toyama,Overall,2020,"2,210"
Hong Kong,Toyama,Overall,2021,20
Hong Kong,Toyama,Overall,2022,"1,820"
Hong Kong,Toyama,Overall,2023,"23,540"
Hong Kong,Toyama,Overall,2024,"14,500"
Hong Kong,Wakayama,Overall,2011,"27,340"
Hong Kong,Wakayama,Overall,2012,"32,770"
Hong Kong,Wakayama,Overall,2013,"59,390"
Hong Kong,Wakayama,Overall,2014,"75,270"
Hong Kong,Wakayama,Overall,2015,"87,770"
Hong Kong,Wakayama,Overall,2016,"82,570"
Hong Kong,Wakayama,Overall,2017,"100,680"
Hong Kong,Wakayama,Overall,2018,"78,020"
Hong Kong,Wakayama,Overall,2019,"78,310"
Hong Kong,Wakayama,Overall,2020,"8,860"
Hong Kong,Wakayama,Overall,2021,30
Hong Kong,Wakayama,Overall,2022,"8,730"
Hong Kong,Wakayama,Overall,2023,"55,370"
Hong Kong,Wakayama,Overall,2024,"57,070"
Hong Kong,Yamagata,Overall,2011,"4,680"
Hong Kong,Yamagata,Overall,2012,"1,000"
Hong Kong,Yamagata,Overall,2013,"1,180"
Hong Kong,Yamagata,Overall,2014,"1,970"
Hong Kong,Yamagata,Overall,2015,"1,870"
Hong Kong,Yamagata,Overall,2016,"4,250"
Hong Kong,Yamagata,Overall,2017,"7,720"
Hong Kong,Yamagata,Overall,2018,"9,820"
Hong Kong,Yamagata,Overall,2019,"15,800"
Hong Kong,Yamagata,Overall,2020,"8,570"
Hong Kong,Yamagata,Overall,2021,60
Hong Kong,Yamagata,Overall,2022,"2,150"
Hong Kong,Yamagata,Overall,2023,"14,230"
Hong Kong,Yamagata,Overall,2024,"16,960"
Hong Kong,Yamaguchi,Overall,2011,80
Hong Kong,Yamaguchi,Overall,2012,200
Hong Kong,Yamaguchi,Overall,2013,250
Hong Kong,Yamaguchi,Overall,2014,970
Hong Kong,Yamaguchi,Overall,2015,"1,790"
Hong Kong,Yamaguchi,Overall,2016,"3,750"
Hong Kong,Yamaguchi,Overall,2017,"3,280"
Hong Kong,Yamaguchi,Overall,2018,"3,520"
Hong Kong,Yamaguchi,Overall,2019,"5,070"
Hong Kong,Yamaguchi,Overall,2020,810
Hong Kong,Yamaguchi,Overall,2021,10
Hong Kong,Yamaguchi,Overall,2022,400
Hong Kong,Yamaguchi,Overall,2023,"2,900"
Hong Kong,Yamaguchi,Overall,2024,"4,440"
Hong Kong,Yamanashi,Overall,2011,"11,650"
Hong Kong,Yamanashi,Overall,2012,"20,000"
Hong Kong,Yamanashi,Overall,2013,"35,670"
Hong Kong,Yamanashi,Overall,2014,"39,110"
Hong Kong,Yamanashi,Overall,2015,"47,100"
Hong Kong,Yamanashi,Overall,2016,"52,270"
Hong Kong,Yamanashi,Overall,2017,"75,470"
Hong Kong,Yamanashi,Overall,2018,"100,160"
Hong Kong,Yamanashi,Overall,2019,"116,270"
Hong Kong,Yamanashi,Overall,2020,"17,450"
Hong Kong,Yamanashi,Overall,2021,50
Hong Kong,Yamanashi,Overall,2022,"17,720"
Hong Kong,Yamanashi,Overall,2023,"137,980"
Hong Kong,Yamanashi,Overall,2024,"141,520"
India,Aichi,Overall,2011,"7,230"
India,Aichi,Overall,2012,"10,670"
India,Aichi,Overall,2013,"12,350"
India,Aichi,Overall,2014,"12,680"
India,Aichi,Overall,2015,"12,120"
India,Aichi,Overall,2016,"10,010"
India,Aichi,Overall,2017,"13,100"
India,Aichi,Overall,2018,"13,800"
India,Aichi,Overall,2019,"18,570"
India,Aichi,Overall,2020,"2,740"
India,Aichi,Overall,2021,950
India,Aichi,Overall,2022,"4,510"
India,Aichi,Overall,2023,"12,400"
India,Aichi,Overall,2024,"22,250"
India,Akita,Overall,2011,30
India,Akita,Overall,2012,40
India,Akita,Overall,2013,40
India,Akita,Overall,2014,220
India,Akita,Overall,2015,110
India,Akita,Overall,2016,150
India,Akita,Overall,2017,110
India,Akita,Overall,2018,170
India,Akita,Overall,2019,130
India,Akita,Overall,2020,40
India,Akita,Overall,2021,20
India,Akita,Overall,2022,40
India,Akita,Overall,2023,150
India,Akita,Overall,2024,210
India,Aomori,Overall,2011,300
India,Aomori,Overall,2012,30
India,Aomori,Overall,2013,110
India,Aomori,Overall,2014,350
India,Aomori,Overall,2015,"1,200"
India,Aomori,Overall,2016,"1,350"
India,Aomori,Overall,2017,450
India,Aomori,Overall,2018,650
India,Aomori,Overall,2019,"1,130"
India,Aomori,Overall,2020,210
India,Aomori,Overall,2021,240
India,Aomori,Overall,2022,220
India,Aomori,Overall,2023,620
India,Aomori,Overall,2024,930
India,Chiba,Overall,2011,"9,580"
India,Chiba,Overall,2012,"13,500"
India,Chiba,Overall,2013,"12,260"
India,Chiba,Overall,2014,"10,320"
India,Chiba,Overall,2015,"14,060"
India,Chiba,Overall,2016,"14,860"
India,Chiba,Overall,2017,"16,120"
India,Chiba,Overall,2018,"25,280"
India,Chiba,Overall,2019,"28,020"
India,Chiba,Overall,2020,"14,760"
India,Chiba,Overall,2021,"22,220"
India,Chiba,Overall,2022,"12,360"
India,Chiba,Overall,2023,"31,490"
India,Chiba,Overall,2024,"32,240"
India,Ehime,Overall,2011,410
India,Ehime,Overall,2012,680
India,Ehime,Overall,2013,470
India,Ehime,Overall,2014,220
India,Ehime,Overall,2015,790
India,Ehime,Overall,2016,340
India,Ehime,Overall,2017,640
India,Ehime,Overall,2018,650
India,Ehime,Overall,2019,580
India,Ehime,Overall,2020,630
India,Ehime,Overall,2021,"1,760"
India,Ehime,Overall,2022,980
India,Ehime,Overall,2023,560
India,Ehime,Overall,2024,"1,380"
India,Fukui,Overall,2011,0
India,Fukui,Overall,2012,30
India,Fukui,Overall,2013,30
India,Fukui,Overall,2014,50
India,Fukui,Overall,2015,100
India,Fukui,Overall,2016,70
India,Fukui,Overall,2017,380
India,Fukui,Overall,2018,310
India,Fukui,Overall,2019,680
India,Fukui,Overall,2020,40
India,Fukui,Overall,2021,30
India,Fukui,Overall,2022,90
India,Fukui,Overall,2023,540
India,Fukui,Overall,2024,240
India,Fukuoka,Overall,2011,"1,820"
India,Fukuoka,Overall,2012,"1,760"
India,Fukuoka,Overall,2013,"1,960"
India,Fukuoka,Overall,2014,"3,540"
India,Fukuoka,Overall,2015,"2,730"
India,Fukuoka,Overall,2016,"5,730"
India,Fukuoka,Overall,2017,"4,070"
India,Fukuoka,Overall,2018,"4,550"
India,Fukuoka,Overall,2019,"7,030"
India,Fukuoka,Overall,2020,"1,100"
India,Fukuoka,Overall,2021,780
India,Fukuoka,Overall,2022,"1,650"
India,Fukuoka,Overall,2023,"5,650"
India,Fukuoka,Overall,2024,"8,110"
India,Fukushima,Overall,2011,190
India,Fukushima,Overall,2012,320
India,Fukushima,Overall,2013,"1,410"
India,Fukushima,Overall,2014,510
India,Fukushima,Overall,2015,340
India,Fukushima,Overall,2016,870
India,Fukushima,Overall,2017,210
India,Fukushima,Overall,2018,"1,140"
India,Fukushima,Overall,2019,"1,570"
India,Fukushima,Overall,2020,290
India,Fukushima,Overall,2021,240
India,Fukushima,Overall,2022,870
India,Fukushima,Overall,2023,960
India,Fukushima,Overall,2024,"1,420"
India,Gifu,Overall,2011,270
India,Gifu,Overall,2012,350
India,Gifu,Overall,2013,"1,130"
India,Gifu,Overall,2014,460
India,Gifu,Overall,2015,740
India,Gifu,Overall,2016,"1,500"
India,Gifu,Overall,2017,"1,670"
India,Gifu,Overall,2018,"1,600"
India,Gifu,Overall,2019,"2,120"
India,Gifu,Overall,2020,220
India,Gifu,Overall,2021,50
India,Gifu,Overall,2022,210
India,Gifu,Overall,2023,850
India,Gifu,Overall,2024,"5,400"
India,Gunma,Overall,2011,200
India,Gunma,Overall,2012,200
India,Gunma,Overall,2013,640
India,Gunma,Overall,2014,"1,270"
India,Gunma,Overall,2015,820
India,Gunma,Overall,2016,"1,340"
India,Gunma,Overall,2017,730
India,Gunma,Overall,2018,980
India,Gunma,Overall,2019,970
India,Gunma,Overall,2020,210
India,Gunma,Overall,2021,30
India,Gunma,Overall,2022,140
India,Gunma,Overall,2023,800
India,Gunma,Overall,2024,"1,270"
India,Hiroshima,Overall,2011,"2,340"
India,Hiroshima,Overall,2012,"4,830"
India,Hiroshima,Overall,2013,"4,220"
India,Hiroshima,Overall,2014,"5,440"
India,Hiroshima,Overall,2015,"8,230"
India,Hiroshima,Overall,2016,"10,050"
India,Hiroshima,Overall,2017,"10,680"
India,Hiroshima,Overall,2018,"11,670"
India,Hiroshima,Overall,2019,"11,570"
India,Hiroshima,Overall,2020,"1,340"
India,Hiroshima,Overall,2021,180
India,Hiroshima,Overall,2022,"1,050"
India,Hiroshima,Overall,2023,"12,530"
India,Hiroshima,Overall,2024,"19,340"
India,Hokkaido,Overall,2011,"1,360"
India,Hokkaido,Overall,2012,"1,820"
India,Hokkaido,Overall,2013,"1,470"
India,Hokkaido,Overall,2014,"2,710"
India,Hokkaido,Overall,2015,"3,090"
India,Hokkaido,Overall,2016,"4,510"
India,Hokkaido,Overall,2017,"7,560"
India,Hokkaido,Overall,2018,"7,220"
India,Hokkaido,Overall,2019,"8,140"
India,Hokkaido,Overall,2020,"2,620"
India,Hokkaido,Overall,2021,460
India,Hokkaido,Overall,2022,"1,560"
India,Hokkaido,Overall,2023,"9,430"
India,Hokkaido,Overall,2024,"16,680"
India,Hyogo,Overall,2011,"4,000"
India,Hyogo,Overall,2012,"4,960"
India,Hyogo,Overall,2013,"4,170"
India,Hyogo,Overall,2014,"3,820"
India,Hyogo,Overall,2015,"4,470"
India,Hyogo,Overall,2016,"4,610"
India,Hyogo,Overall,2017,"5,700"
India,Hyogo,Overall,2018,"8,190"
India,Hyogo,Overall,2019,"7,600"
India,Hyogo,Overall,2020,"2,150"
India,Hyogo,Overall,2021,"3,210"
India,Hyogo,Overall,2022,"1,400"
India,Hyogo,Overall,2023,"7,010"
India,Hyogo,Overall,2024,"9,290"
India,Ibaraki,Overall,2011,710
India,Ibaraki,Overall,2012,"1,200"
India,Ibaraki,Overall,2013,"1,120"
India,Ibaraki,Overall,2014,920
India,Ibaraki,Overall,2015,730
India,Ibaraki,Overall,2016,"1,440"
India,Ibaraki,Overall,2017,"1,620"
India,Ibaraki,Overall,2018,"2,240"
India,Ibaraki,Overall,2019,"3,120"
India,Ibaraki,Overall,2020,"2,080"
India,Ibaraki,Overall,2021,190
India,Ibaraki,Overall,2022,"3,510"
India,Ibaraki,Overall,2023,"3,520"
India,Ibaraki,Overall,2024,"2,900"
India,Ishikawa,Overall,2011,370
India,Ishikawa,Overall,2012,660
India,Ishikawa,Overall,2013,670
India,Ishikawa,Overall,2014,760
India,Ishikawa,Overall,2015,"1,350"
India,Ishikawa,Overall,2016,"1,020"
India,Ishikawa,Overall,2017,"1,560"
India,Ishikawa,Overall,2018,"2,730"
India,Ishikawa,Overall,2019,"2,340"
India,Ishikawa,Overall,2020,460
India,Ishikawa,Overall,2021,30
India,Ishikawa,Overall,2022,350
India,Ishikawa,Overall,2023,"3,140"
India,Ishikawa,Overall,2024,"8,500"
India,Iwate,Overall,2011,190
India,Iwate,Overall,2012,170
India,Iwate,Overall,2013,40
India,Iwate,Overall,2014,"1,680"
India,Iwate,Overall,2015,220
India,Iwate,Overall,2016,160
India,Iwate,Overall,2017,210
India,Iwate,Overall,2018,520
India,Iwate,Overall,2019,350
India,Iwate,Overall,2020,50
India,Iwate,Overall,2021,60
India,Iwate,Overall,2022,190
India,Iwate,Overall,2023,430
India,Iwate,Overall,2024,420
India,Kagawa,Overall,2011,110
India,Kagawa,Overall,2012,340
India,Kagawa,Overall,2013,120
India,Kagawa,Overall,2014,100
India,Kagawa,Overall,2015,170
India,Kagawa,Overall,2016,130
India,Kagawa,Overall,2017,600
India,Kagawa,Overall,2018,"1,380"
India,Kagawa,Overall,2019,"1,530"
India,Kagawa,Overall,2020,50
India,Kagawa,Overall,2021,340
India,Kagawa,Overall,2022,550
India,Kagawa,Overall,2023,300
India,Kagawa,Overall,2024,610
India,Kagoshima,Overall,2011,140
India,Kagoshima,Overall,2012,110
India,Kagoshima,Overall,2013,180
India,Kagoshima,Overall,2014,270
India,Kagoshima,Overall,2015,"1,080"
India,Kagoshima,Overall,2016,300
India,Kagoshima,Overall,2017,460
India,Kagoshima,Overall,2018,730
India,Kagoshima,Overall,2019,380
India,Kagoshima,Overall,2020,120
India,Kagoshima,Overall,2021,50
India,Kagoshima,Overall,2022,70
India,Kagoshima,Overall,2023,400
India,Kagoshima,Overall,2024,450
India,Kanagawa,Overall,2011,"17,850"
India,Kanagawa,Overall,2012,"20,240"
India,Kanagawa,Overall,2013,"29,250"
India,Kanagawa,Overall,2014,"28,300"
India,Kanagawa,Overall,2015,"37,330"
India,Kanagawa,Overall,2016,"49,130"
India,Kanagawa,Overall,2017,"51,390"
India,Kanagawa,Overall,2018,"48,510"
India,Kanagawa,Overall,2019,"64,100"
India,Kanagawa,Overall,2020,"11,570"
India,Kanagawa,Overall,2021,"3,850"
India,Kanagawa,Overall,2022,"14,210"
India,Kanagawa,Overall,2023,"35,420"
India,Kanagawa,Overall,2024,"47,630"
India,Kochi,Overall,2011,100
India,Kochi,Overall,2012,10
India,Kochi,Overall,2013,130
India,Kochi,Overall,2014,160
India,Kochi,Overall,2015,80
India,Kochi,Overall,2016,80
India,Kochi,Overall,2017,30
India,Kochi,Overall,2018,90
India,Kochi,Overall,2019,80
India,Kochi,Overall,2020,40
India,Kochi,Overall,2021,20
India,Kochi,Overall,2022,300
India,Kochi,Overall,2023,250
India,Kochi,Overall,2024,80
India,Kumamoto,Overall,2011,"2,530"
India,Kumamoto,Overall,2012,760
India,Kumamoto,Overall,2013,"1,290"
India,Kumamoto,Overall,2014,950
India,Kumamoto,Overall,2015,650
India,Kumamoto,Overall,2016,"1,350"
India,Kumamoto,Overall,2017,"2,560"
India,Kumamoto,Overall,2018,"1,600"
India,Kumamoto,Overall,2019,"3,180"
India,Kumamoto,Overall,2020,370
India,Kumamoto,Overall,2021,340
India,Kumamoto,Overall,2022,490
India,Kumamoto,Overall,2023,"1,100"
India,Kumamoto,Overall,2024,"1,670"
India,Kyoto,Overall,2011,"5,780"
India,Kyoto,Overall,2012,"9,270"
India,Kyoto,Overall,2013,"12,110"
India,Kyoto,Overall,2014,"16,050"
India,Kyoto,Overall,2015,"21,140"
India,Kyoto,Overall,2016,"22,560"
India,Kyoto,Overall,2017,"28,720"
India,Kyoto,Overall,2018,"31,750"
India,Kyoto,Overall,2019,"50,320"
India,Kyoto,Overall,2020,"3,070"
India,Kyoto,Overall,2021,570
India,Kyoto,Overall,2022,"8,480"
India,Kyoto,Overall,2023,"66,990"
India,Kyoto,Overall,2024,"115,620"
India,Mie,Overall,2011,660
India,Mie,Overall,2012,310
India,Mie,Overall,2013,450
India,Mie,Overall,2014,510
India,Mie,Overall,2015,780
India,Mie,Overall,2016,"1,340"
India,Mie,Overall,2017,"1,550"
India,Mie,Overall,2018,"1,180"
India,Mie,Overall,2019,"1,460"
India,Mie,Overall,2020,810
India,Mie,Overall,2021,70
India,Mie,Overall,2022,270
India,Mie,Overall,2023,"1,040"
India,Mie,Overall,2024,"1,270"
India,Miyagi,Overall,2011,70
India,Miyagi,Overall,2012,340
India,Miyagi,Overall,2013,660
India,Miyagi,Overall,2014,260
India,Miyagi,Overall,2015,760
India,Miyagi,Overall,2016,760
India,Miyagi,Overall,2017,"1,010"
India,Miyagi,Overall,2018,"1,160"
India,Miyagi,Overall,2019,"1,800"
India,Miyagi,Overall,2020,340
India,Miyagi,Overall,2021,230
India,Miyagi,Overall,2022,"1,190"
India,Miyagi,Overall,2023,"1,840"
India,Miyagi,Overall,2024,"1,640"
India,Miyazaki,Overall,2011,50
India,Miyazaki,Overall,2012,90
India,Miyazaki,Overall,2013,370
India,Miyazaki,Overall,2014,50
India,Miyazaki,Overall,2015,70
India,Miyazaki,Overall,2016,180
India,Miyazaki,Overall,2017,170
India,Miyazaki,Overall,2018,350
India,Miyazaki,Overall,2019,200
India,Miyazaki,Overall,2020,40
India,Miyazaki,Overall,2021,20
India,Miyazaki,Overall,2022,90
India,Miyazaki,Overall,2023,210
India,Miyazaki,Overall,2024,260
India,Nagano,Overall,2011,160
India,Nagano,Overall,2012,340
India,Nagano,Overall,2013,540
India,Nagano,Overall,2014,990
India,Nagano,Overall,2015,"2,040"
India,Nagano,Overall,2016,"1,200"
India,Nagano,Overall,2017,"2,550"
India,Nagano,Overall,2018,"2,990"
India,Nagano,Overall,2019,"3,000"
India,Nagano,Overall,2020,440
India,Nagano,Overall,2021,150
India,Nagano,Overall,2022,410
India,Nagano,Overall,2023,"4,570"
India,Nagano,Overall,2024,"6,840"
India,Nagasaki,Overall,2011,800
India,Nagasaki,Overall,2012,570
India,Nagasaki,Overall,2013,610
India,Nagasaki,Overall,2014,830
India,Nagasaki,Overall,2015,"1,180"
India,Nagasaki,Overall,2016,"1,560"
India,Nagasaki,Overall,2017,"1,760"
India,Nagasaki,Overall,2018,"1,460"
India,Nagasaki,Overall,2019,"3,300"
India,Nagasaki,Overall,2020,250
India,Nagasaki,Overall,2021,80
India,Nagasaki,Overall,2022,280
India,Nagasaki,Overall,2023,580
India,Nagasaki,Overall,2024,"1,130"
India,Nara,Overall,2011,240
India,Nara,Overall,2012,160
India,Nara,Overall,2013,450
India,Nara,Overall,2014,450
India,Nara,Overall,2015,610
India,Nara,Overall,2016,690
India,Nara,Overall,2017,720
India,Nara,Overall,2018,950
India,Nara,Overall,2019,870
India,Nara,Overall,2020,170
India,Nara,Overall,2021,10
India,Nara,Overall,2022,140
India,Nara,Overall,2023,880
India,Nara,Overall,2024,"1,250"
India,Niigata,Overall,2011,290
India,Niigata,Overall,2012,250
India,Niigata,Overall,2013,510
India,Niigata,Overall,2014,550
India,Niigata,Overall,2015,920
India,Niigata,Overall,2016,"1,430"
India,Niigata,Overall,2017,"1,210"
India,Niigata,Overall,2018,"1,240"
India,Niigata,Overall,2019,"1,830"
India,Niigata,Overall,2020,360
India,Niigata,Overall,2021,30
India,Niigata,Overall,2022,420
India,Niigata,Overall,2023,"1,000"
India,Niigata,Overall,2024,"1,300"
India,Oita,Overall,2011,980
India,Oita,Overall,2012,"1,180"
India,Oita,Overall,2013,180
India,Oita,Overall,2014,280
India,Oita,Overall,2015,290
India,Oita,Overall,2016,510
India,Oita,Overall,2017,660
India,Oita,Overall,2018,"1,310"
India,Oita,Overall,2019,"1,230"
India,Oita,Overall,2020,"1,010"
India,Oita,Overall,2021,450
India,Oita,Overall,2022,420
India,Oita,Overall,2023,"1,280"
India,Oita,Overall,2024,"1,460"
India,Okayama,Overall,2011,370
India,Okayama,Overall,2012,320
India,Okayama,Overall,2013,530
India,Okayama,Overall,2014,420
India,Okayama,Overall,2015,400
India,Okayama,Overall,2016,"1,260"
India,Okayama,Overall,2017,690
India,Okayama,Overall,2018,"4,340"
India,Okayama,Overall,2019,"3,020"
India,Okayama,Overall,2020,240
India,Okayama,Overall,2021,90
India,Okayama,Overall,2022,180
India,Okayama,Overall,2023,"1,030"
India,Okayama,Overall,2024,"1,470"
India,Okinawa,Overall,2011,380
India,Okinawa,Overall,2012,520
India,Okinawa,Overall,2013,840
India,Okinawa,Overall,2014,650
India,Okinawa,Overall,2015,"1,220"
India,Okinawa,Overall,2016,"1,330"
India,Okinawa,Overall,2017,"1,540"
India,Okinawa,Overall,2018,"2,480"
India,Okinawa,Overall,2019,"3,940"
India,Okinawa,Overall,2020,"1,090"
India,Okinawa,Overall,2021,170
India,Okinawa,Overall,2022,280
India,Okinawa,Overall,2023,"2,010"
India,Okinawa,Overall,2024,"4,390"
India,Osaka,Overall,2011,"9,500"
India,Osaka,Overall,2012,"13,290"
India,Osaka,Overall,2013,"17,580"
India,Osaka,Overall,2014,"25,930"
India,Osaka,Overall,2015,"30,400"
India,Osaka,Overall,2016,"33,900"
India,Osaka,Overall,2017,"39,220"
India,Osaka,Overall,2018,"59,800"
India,Osaka,Overall,2019,"73,180"
India,Osaka,Overall,2020,"7,990"
India,Osaka,Overall,2021,"6,830"
India,Osaka,Overall,2022,"11,130"
India,Osaka,Overall,2023,"90,060"
India,Osaka,Overall,2024,"146,950"
India,Saga,Overall,2011,70
India,Saga,Overall,2012,100
India,Saga,Overall,2013,190
India,Saga,Overall,2014,90
India,Saga,Overall,2015,420
India,Saga,Overall,2016,380
India,Saga,Overall,2017,180
India,Saga,Overall,2018,240
India,Saga,Overall,2019,230
India,Saga,Overall,2020,160
India,Saga,Overall,2021,10
India,Saga,Overall,2022,70
India,Saga,Overall,2023,280
India,Saga,Overall,2024,250
India,Saitama,Overall,2011,"1,350"
India,Saitama,Overall,2012,"2,140"
India,Saitama,Overall,2013,"2,650"
India,Saitama,Overall,2014,"2,280"
India,Saitama,Overall,2015,"2,980"
India,Saitama,Overall,2016,"2,440"
India,Saitama,Overall,2017,"3,130"
India,Saitama,Overall,2018,"4,450"
India,Saitama,Overall,2019,"4,360"
India,Saitama,Overall,2020,580
India,Saitama,Overall,2021,140
India,Saitama,Overall,2022,770
India,Saitama,Overall,2023,"3,060"
India,Saitama,Overall,2024,"4,270"
India,Shiga,Overall,2011,"1,240"
India,Shiga,Overall,2012,530
India,Shiga,Overall,2013,600
India,Shiga,Overall,2014,"1,080"
India,Shiga,Overall,2015,"2,670"
India,Shiga,Overall,2016,"3,710"
India,Shiga,Overall,2017,"2,370"
India,Shiga,Overall,2018,"3,460"
India,Shiga,Overall,2019,"2,980"
India,Shiga,Overall,2020,960
India,Shiga,Overall,2021,20
India,Shiga,Overall,2022,410
India,Shiga,Overall,2023,"1,310"
India,Shiga,Overall,2024,"2,820"
India,Shimane,Overall,2011,30
India,Shimane,Overall,2012,60
India,Shimane,Overall,2013,80
India,Shimane,Overall,2014,390
India,Shimane,Overall,2015,280
India,Shimane,Overall,2016,350
India,Shimane,Overall,2017,360
India,Shimane,Overall,2018,"1,700"
India,Shimane,Overall,2019,"1,360"
India,Shimane,Overall,2020,90
India,Shimane,Overall,2021,40
India,Shimane,Overall,2022,160
India,Shimane,Overall,2023,940
India,Shimane,Overall,2024,840
India,Shizuoka,Overall,2011,"4,580"
India,Shizuoka,Overall,2012,"5,200"
India,Shizuoka,Overall,2013,"7,050"
India,Shizuoka,Overall,2014,"7,850"
India,Shizuoka,Overall,2015,"10,540"
India,Shizuoka,Overall,2016,"13,660"
India,Shizuoka,Overall,2017,"11,780"
India,Shizuoka,Overall,2018,"15,390"
India,Shizuoka,Overall,2019,"13,910"
India,Shizuoka,Overall,2020,"1,740"
India,Shizuoka,Overall,2021,820
India,Shizuoka,Overall,2022,"2,780"
India,Shizuoka,Overall,2023,"16,900"
India,Shizuoka,Overall,2024,"29,350"
India,Tochigi,Overall,2011,680
India,Tochigi,Overall,2012,"1,230"
India,Tochigi,Overall,2013,"2,120"
India,Tochigi,Overall,2014,"2,400"
India,Tochigi,Overall,2015,"3,030"
India,Tochigi,Overall,2016,"2,960"
India,Tochigi,Overall,2017,"4,380"
India,Tochigi,Overall,2018,"6,610"
India,Tochigi,Overall,2019,"4,610"
India,Tochigi,Overall,2020,"1,060"
India,Tochigi,Overall,2021,220
India,Tochigi,Overall,2022,"1,180"
India,Tochigi,Overall,2023,"3,390"
India,Tochigi,Overall,2024,"4,920"
India,Tokushima,Overall,2011,110
India,Tokushima,Overall,2012,400
India,Tokushima,Overall,2013,100
India,Tokushima,Overall,2014,150
India,Tokushima,Overall,2015,130
India,Tokushima,Overall,2016,220
India,Tokushima,Overall,2017,100
India,Tokushima,Overall,2018,160
India,Tokushima,Overall,2019,280
India,Tokushima,Overall,2020,40
India,Tokushima,Overall,2021,60
India,Tokushima,Overall,2022,40
India,Tokushima,Overall,2023,210
India,Tokushima,Overall,2024,290
India,Tokyo,Overall,2011,"53,250"
India,Tokyo,Overall,2012,"73,480"
India,Tokyo,Overall,2013,"92,280"
India,Tokyo,Overall,2014,"110,110"
India,Tokyo,Overall,2015,"121,300"
India,Tokyo,Overall,2016,"136,090"
India,Tokyo,Overall,2017,"150,230"
India,Tokyo,Overall,2018,"191,450"
India,Tokyo,Overall,2019,"264,790"
India,Tokyo,Overall,2020,"33,520"
India,Tokyo,Overall,2021,"14,370"
India,Tokyo,Overall,2022,"73,350"
India,Tokyo,Overall,2023,"295,210"
India,Tokyo,Overall,2024,"451,960"
India,Tottori,Overall,2011,110
India,Tottori,Overall,2012,120
India,Tottori,Overall,2013,10
India,Tottori,Overall,2014,90
India,Tottori,Overall,2015,70
India,Tottori,Overall,2016,60
India,Tottori,Overall,2017,150
India,Tottori,Overall,2018,520
India,Tottori,Overall,2019,270
India,Tottori,Overall,2020,80
India,Tottori,Overall,2021,20
India,Tottori,Overall,2022,30
India,Tottori,Overall,2023,60
India,Tottori,Overall,2024,150
India,Toyama,Overall,2011,140
India,Toyama,Overall,2012,250
India,Toyama,Overall,2013,870
India,Toyama,Overall,2014,"1,420"
India,Toyama,Overall,2015,"1,000"
India,Toyama,Overall,2016,"1,410"
India,Toyama,Overall,2017,"1,360"
India,Toyama,Overall,2018,"1,890"
India,Toyama,Overall,2019,"1,940"
India,Toyama,Overall,2020,170
India,Toyama,Overall,2021,70
India,Toyama,Overall,2022,250
India,Toyama,Overall,2023,"1,390"
India,Toyama,Overall,2024,"1,410"
India,Wakayama,Overall,2011,20
India,Wakayama,Overall,2012,70
India,Wakayama,Overall,2013,120
India,Wakayama,Overall,2014,250
