Country/Area,Item1,Purpose,Year,Overnight Stays
Australia,Aichi,Overall,2011,"5,670"
Australia,Aichi,Overall,2012,"9,600"
Australia,Aichi,Overall,2013,"10,380"
Australia,Aichi,Overall,2014,"12,710"
Australia,Aichi,Overall,2015,"14,500"
Australia,Aichi,Overall,2016,"14,190"
Australia,Aichi,Overall,2017,"22,080"
Australia,Aichi,Overall,2018,"22,350"
Australia,Aichi,Overall,2019,"28,580"
Australia,Aichi,Overall,2020,"5,460"
Australia,Aichi,Overall,2021,280
Australia,Aichi,Overall,2022,"4,070"
Australia,Aichi,Overall,2023,"43,040"
Australia,Aichi,Overall,2024,"68,060"
Australia,Akita,Overall,2011,210
Australia,Akita,Overall,2012,550
Australia,Akita,Overall,2013,630
Australia,Akita,Overall,2014,720
Australia,Akita,Overall,2015,"1,090"
Australia,Akita,Overall,2016,"1,410"
Australia,Akita,Overall,2017,"1,660"
Australia,Akita,Overall,2018,"1,990"
Australia,Akita,Overall,2019,"3,250"
Australia,Akita,Overall,2020,680
Australia,Akita,Overall,2021,90
Australia,Akita,Overall,2022,290
Australia,Akita,Overall,2023,"2,030"
Australia,Akita,Overall,2024,"1,990"
Australia,Aomori,Overall,2011,530
Australia,Aomori,Overall,2012,920
Australia,Aomori,Overall,2013,"1,070"
Australia,Aomori,Overall,2014,"1,930"
Australia,Aomori,Overall,2015,"2,430"
Australia,Aomori,Overall,2016,"2,820"
Australia,Aomori,Overall,2017,"2,800"
Australia,Aomori,Overall,2018,"4,600"
Australia,Aomori,Overall,2019,"8,420"
Australia,Aomori,Overall,2020,"3,120"
Australia,Aomori,Overall,2021,170
Australia,Aomori,Overall,2022,880
Australia,Aomori,Overall,2023,"7,770"
Australia,Aomori,Overall,2024,"12,380"
Australia,Chiba,Overall,2011,"40,770"
Australia,Chiba,Overall,2012,"53,870"
Australia,Chiba,Overall,2013,"59,760"
Australia,Chiba,Overall,2014,"68,440"
Australia,Chiba,Overall,2015,"81,130"
Australia,Chiba,Overall,2016,"82,220"
Australia,Chiba,Overall,2017,"100,300"
Australia,Chiba,Overall,2018,"115,990"
Australia,Chiba,Overall,2019,"148,500"
Australia,Chiba,Overall,2020,"35,170"
Australia,Chiba,Overall,2021,"3,550"
Australia,Chiba,Overall,2022,"12,790"
Australia,Chiba,Overall,2023,"113,000"
Australia,Chiba,Overall,2024,"214,900"
Australia,Ehime,Overall,2011,520
Australia,Ehime,Overall,2012,470
Australia,Ehime,Overall,2013,580
Australia,Ehime,Overall,2014,650
Australia,Ehime,Overall,2015,980
Australia,Ehime,Overall,2016,"1,680"
Australia,Ehime,Overall,2017,"2,430"
Australia,Ehime,Overall,2018,"2,550"
Australia,Ehime,Overall,2019,"2,940"
Australia,Ehime,Overall,2020,370
Australia,Ehime,Overall,2021,20
Australia,Ehime,Overall,2022,540
Australia,Ehime,Overall,2023,"3,630"
Australia,Ehime,Overall,2024,"5,000"
Australia,Fukui,Overall,2011,100
Australia,Fukui,Overall,2012,70
Australia,Fukui,Overall,2013,80
Australia,Fukui,Overall,2014,220
Australia,Fukui,Overall,2015,230
Australia,Fukui,Overall,2016,500
Australia,Fukui,Overall,2017,420
Australia,Fukui,Overall,2018,610
Australia,Fukui,Overall,2019,540
Australia,Fukui,Overall,2020,70
Australia,Fukui,Overall,2021,90
Australia,Fukui,Overall,2022,80
Australia,Fukui,Overall,2023,570
Australia,Fukui,Overall,2024,"1,370"
Australia,Fukuoka,Overall,2011,"3,560"
Australia,Fukuoka,Overall,2012,"7,600"
Australia,Fukuoka,Overall,2013,"6,160"
Australia,Fukuoka,Overall,2014,"9,980"
Australia,Fukuoka,Overall,2015,"14,500"
Australia,Fukuoka,Overall,2016,"15,700"
Australia,Fukuoka,Overall,2017,"12,680"
Australia,Fukuoka,Overall,2018,"15,830"
Australia,Fukuoka,Overall,2019,"27,400"
Australia,Fukuoka,Overall,2020,"3,980"
Australia,Fukuoka,Overall,2021,120
Australia,Fukuoka,Overall,2022,"4,810"
Australia,Fukuoka,Overall,2023,"40,860"
Australia,Fukuoka,Overall,2024,"56,950"
Australia,Fukushima,Overall,2011,530
Australia,Fukushima,Overall,2012,280
Australia,Fukushima,Overall,2013,390
Australia,Fukushima,Overall,2014,340
Australia,Fukushima,Overall,2015,"1,520"
Australia,Fukushima,Overall,2016,"2,280"
Australia,Fukushima,Overall,2017,"3,120"
Australia,Fukushima,Overall,2018,"6,700"
Australia,Fukushima,Overall,2019,"7,210"
Australia,Fukushima,Overall,2020,"2,780"
Australia,Fukushima,Overall,2021,520
Australia,Fukushima,Overall,2022,330
Australia,Fukushima,Overall,2023,"3,040"
Australia,Fukushima,Overall,2024,"6,100"
Australia,Gifu,Overall,2011,"4,420"
Australia,Gifu,Overall,2012,"9,620"
Australia,Gifu,Overall,2013,"13,180"
Australia,Gifu,Overall,2014,"18,960"
Australia,Gifu,Overall,2015,"21,760"
Australia,Gifu,Overall,2016,"27,100"
Australia,Gifu,Overall,2017,"30,960"
Australia,Gifu,Overall,2018,"35,870"
Australia,Gifu,Overall,2019,"29,910"
Australia,Gifu,Overall,2020,"3,940"
Australia,Gifu,Overall,2021,20
Australia,Gifu,Overall,2022,"2,550"
Australia,Gifu,Overall,2023,"26,490"
Australia,Gifu,Overall,2024,"53,560"
Australia,Gunma,Overall,2011,500
Australia,Gunma,Overall,2012,720
Australia,Gunma,Overall,2013,"1,630"
Australia,Gunma,Overall,2014,"1,250"
Australia,Gunma,Overall,2015,"1,890"
Australia,Gunma,Overall,2016,"3,290"
Australia,Gunma,Overall,2017,"2,940"
Australia,Gunma,Overall,2018,"3,410"
Australia,Gunma,Overall,2019,"3,460"
Australia,Gunma,Overall,2020,930
Australia,Gunma,Overall,2021,50
Australia,Gunma,Overall,2022,640
Australia,Gunma,Overall,2023,"7,750"
Australia,Gunma,Overall,2024,"9,170"
Australia,Hiroshima,Overall,2011,"8,800"
Australia,Hiroshima,Overall,2012,"21,010"
Australia,Hiroshima,Overall,2013,"28,220"
Australia,Hiroshima,Overall,2014,"36,180"
Australia,Hiroshima,Overall,2015,"61,710"
Australia,Hiroshima,Overall,2016,"70,470"
Australia,Hiroshima,Overall,2017,"74,250"
Australia,Hiroshima,Overall,2018,"74,160"
Australia,Hiroshima,Overall,2019,"89,950"
Australia,Hiroshima,Overall,2020,"12,340"
Australia,Hiroshima,Overall,2021,160
Australia,Hiroshima,Overall,2022,"5,140"
Australia,Hiroshima,Overall,2023,"75,250"
Australia,Hiroshima,Overall,2024,"131,150"
Australia,Hokkaido,Overall,2011,"36,510"
Australia,Hokkaido,Overall,2012,"31,170"
Australia,Hokkaido,Overall,2013,"49,850"
Australia,Hokkaido,Overall,2014,"85,080"
Australia,Hokkaido,Overall,2015,"104,360"
Australia,Hokkaido,Overall,2016,"136,610"
Australia,Hokkaido,Overall,2017,"147,930"
Australia,Hokkaido,Overall,2018,"141,750"
Australia,Hokkaido,Overall,2019,"230,850"
Australia,Hokkaido,Overall,2020,"116,160"
Australia,Hokkaido,Overall,2021,"1,130"
Australia,Hokkaido,Overall,2022,"24,130"
Australia,Hokkaido,Overall,2023,"169,810"
Australia,Hokkaido,Overall,2024,"234,000"
Australia,Hyogo,Overall,2011,"4,110"
Australia,Hyogo,Overall,2012,"4,620"
Australia,Hyogo,Overall,2013,"6,090"
Australia,Hyogo,Overall,2014,"7,500"
Australia,Hyogo,Overall,2015,"12,820"
Australia,Hyogo,Overall,2016,"13,370"
Australia,Hyogo,Overall,2017,"15,210"
Australia,Hyogo,Overall,2018,"14,500"
Australia,Hyogo,Overall,2019,"22,470"
Australia,Hyogo,Overall,2020,"3,320"
Australia,Hyogo,Overall,2021,590
Australia,Hyogo,Overall,2022,"2,690"
Australia,Hyogo,Overall,2023,"21,870"
Australia,Hyogo,Overall,2024,"36,810"
Australia,Ibaraki,Overall,2011,570
Australia,Ibaraki,Overall,2012,780
Australia,Ibaraki,Overall,2013,830
Australia,Ibaraki,Overall,2014,"1,530"
Australia,Ibaraki,Overall,2015,990
Australia,Ibaraki,Overall,2016,"1,400"
Australia,Ibaraki,Overall,2017,"1,710"
Australia,Ibaraki,Overall,2018,"1,800"
Australia,Ibaraki,Overall,2019,"2,020"
Australia,Ibaraki,Overall,2020,330
Australia,Ibaraki,Overall,2021,40
Australia,Ibaraki,Overall,2022,750
Australia,Ibaraki,Overall,2023,"2,680"
Australia,Ibaraki,Overall,2024,"2,470"
Australia,Ishikawa,Overall,2011,"3,220"
Australia,Ishikawa,Overall,2012,"3,480"
Australia,Ishikawa,Overall,2013,"5,480"
Australia,Ishikawa,Overall,2014,"8,680"
Australia,Ishikawa,Overall,2015,"13,490"
Australia,Ishikawa,Overall,2016,"17,640"
Australia,Ishikawa,Overall,2017,"22,670"
Australia,Ishikawa,Overall,2018,"32,070"
Australia,Ishikawa,Overall,2019,"38,260"
Australia,Ishikawa,Overall,2020,"6,480"
Australia,Ishikawa,Overall,2021,30
Australia,Ishikawa,Overall,2022,"4,220"
Australia,Ishikawa,Overall,2023,"52,900"
Australia,Ishikawa,Overall,2024,"111,440"
Australia,Iwate,Overall,2011,940
Australia,Iwate,Overall,2012,690
Australia,Iwate,Overall,2013,"1,390"
Australia,Iwate,Overall,2014,"2,080"
Australia,Iwate,Overall,2015,"2,660"
Australia,Iwate,Overall,2016,"3,510"
Australia,Iwate,Overall,2017,"3,790"
Australia,Iwate,Overall,2018,"4,980"
Australia,Iwate,Overall,2019,"8,030"
Australia,Iwate,Overall,2020,"7,650"
Australia,Iwate,Overall,2021,30
Australia,Iwate,Overall,2022,600
Australia,Iwate,Overall,2023,"7,490"
Australia,Iwate,Overall,2024,"13,820"
Australia,Kagawa,Overall,2011,"1,220"
Australia,Kagawa,Overall,2012,860
Australia,Kagawa,Overall,2013,"1,770"
Australia,Kagawa,Overall,2014,"3,090"
Australia,Kagawa,Overall,2015,"2,340"
Australia,Kagawa,Overall,2016,"2,670"
Australia,Kagawa,Overall,2017,"2,990"
Australia,Kagawa,Overall,2018,"5,730"
Australia,Kagawa,Overall,2019,"10,540"
Australia,Kagawa,Overall,2020,"1,100"
Australia,Kagawa,Overall,2021,40
Australia,Kagawa,Overall,2022,640
Australia,Kagawa,Overall,2023,"6,830"
Australia,Kagawa,Overall,2024,"10,310"
Australia,Kagoshima,Overall,2011,"1,000"
Australia,Kagoshima,Overall,2012,"1,210"
Australia,Kagoshima,Overall,2013,"1,880"
Australia,Kagoshima,Overall,2014,"2,440"
Australia,Kagoshima,Overall,2015,"3,420"
Australia,Kagoshima,Overall,2016,"3,830"
Australia,Kagoshima,Overall,2017,"4,460"
Australia,Kagoshima,Overall,2018,"4,610"
Australia,Kagoshima,Overall,2019,"5,280"
Australia,Kagoshima,Overall,2020,960
Australia,Kagoshima,Overall,2021,120
Australia,Kagoshima,Overall,2022,620
Australia,Kagoshima,Overall,2023,"5,140"
Australia,Kagoshima,Overall,2024,"8,570"
Australia,Kanagawa,Overall,2011,"11,880"
Australia,Kanagawa,Overall,2012,"13,820"
Australia,Kanagawa,Overall,2013,"21,680"
Australia,Kanagawa,Overall,2014,"26,800"
Australia,Kanagawa,Overall,2015,"33,650"
Australia,Kanagawa,Overall,2016,"41,320"
Australia,Kanagawa,Overall,2017,"47,680"
Australia,Kanagawa,Overall,2018,"54,000"
Australia,Kanagawa,Overall,2019,"78,950"
Australia,Kanagawa,Overall,2020,"9,970"
Australia,Kanagawa,Overall,2021,"1,200"
Australia,Kanagawa,Overall,2022,"14,490"
Australia,Kanagawa,Overall,2023,"93,110"
Australia,Kanagawa,Overall,2024,"160,100"
Australia,Kochi,Overall,2011,350
Australia,Kochi,Overall,2012,290
Australia,Kochi,Overall,2013,270
Australia,Kochi,Overall,2014,520
Australia,Kochi,Overall,2015,500
Australia,Kochi,Overall,2016,820
Australia,Kochi,Overall,2017,900
Australia,Kochi,Overall,2018,"1,240"
Australia,Kochi,Overall,2019,"1,270"
Australia,Kochi,Overall,2020,180
Australia,Kochi,Overall,2021,40
Australia,Kochi,Overall,2022,180
Australia,Kochi,Overall,2023,"2,130"
Australia,Kochi,Overall,2024,"2,760"
Australia,Kumamoto,Overall,2011,"1,060"
Australia,Kumamoto,Overall,2012,"1,380"
Australia,Kumamoto,Overall,2013,"1,610"
Australia,Kumamoto,Overall,2014,"2,740"
Australia,Kumamoto,Overall,2015,"3,710"
Australia,Kumamoto,Overall,2016,"3,540"
Australia,Kumamoto,Overall,2017,"4,440"
Australia,Kumamoto,Overall,2018,"5,130"
Australia,Kumamoto,Overall,2019,"7,060"
Australia,Kumamoto,Overall,2020,930
Australia,Kumamoto,Overall,2021,40
Australia,Kumamoto,Overall,2022,830
Australia,Kumamoto,Overall,2023,"8,800"
Australia,Kumamoto,Overall,2024,"12,050"
Australia,Kyoto,Overall,2011,"67,500"
Australia,Kyoto,Overall,2012,"114,520"
Australia,Kyoto,Overall,2013,"154,670"
Australia,Kyoto,Overall,2014,"197,070"
Australia,Kyoto,Overall,2015,"220,760"
Australia,Kyoto,Overall,2016,"224,070"
Australia,Kyoto,Overall,2017,"242,090"
Australia,Kyoto,Overall,2018,"272,950"
Australia,Kyoto,Overall,2019,"451,240"
Australia,Kyoto,Overall,2020,"81,420"
Australia,Kyoto,Overall,2021,530
Australia,Kyoto,Overall,2022,"41,660"
Australia,Kyoto,Overall,2023,"477,500"
Australia,Kyoto,Overall,2024,"719,610"
Australia,Mie,Overall,2011,380
Australia,Mie,Overall,2012,420
Australia,Mie,Overall,2013,620
Australia,Mie,Overall,2014,560
Australia,Mie,Overall,2015,790
Australia,Mie,Overall,2016,830
Australia,Mie,Overall,2017,"1,690"
Australia,Mie,Overall,2018,"2,250"
Australia,Mie,Overall,2019,"2,780"
Australia,Mie,Overall,2020,160
Australia,Mie,Overall,2021,10
Australia,Mie,Overall,2022,390
Australia,Mie,Overall,2023,"1,890"
Australia,Mie,Overall,2024,"4,070"
Australia,Miyagi,Overall,2011,560
Australia,Miyagi,Overall,2012,"1,150"
Australia,Miyagi,Overall,2013,"1,090"
Australia,Miyagi,Overall,2014,"1,840"
Australia,Miyagi,Overall,2015,"2,550"
Australia,Miyagi,Overall,2016,"2,330"
Australia,Miyagi,Overall,2017,"3,780"
Australia,Miyagi,Overall,2018,"5,050"
Australia,Miyagi,Overall,2019,"7,640"
Australia,Miyagi,Overall,2020,"1,700"
Australia,Miyagi,Overall,2021,220
Australia,Miyagi,Overall,2022,"1,400"
Australia,Miyagi,Overall,2023,"10,800"
Australia,Miyagi,Overall,2024,"13,290"
Australia,Miyazaki,Overall,2011,100
Australia,Miyazaki,Overall,2012,210
Australia,Miyazaki,Overall,2013,330
Australia,Miyazaki,Overall,2014,770
Australia,Miyazaki,Overall,2015,570
Australia,Miyazaki,Overall,2016,740
Australia,Miyazaki,Overall,2017,680
Australia,Miyazaki,Overall,2018,960
Australia,Miyazaki,Overall,2019,"1,710"
Australia,Miyazaki,Overall,2020,180
Australia,Miyazaki,Overall,2021,60
Australia,Miyazaki,Overall,2022,120
Australia,Miyazaki,Overall,2023,"1,140"
Australia,Miyazaki,Overall,2024,"1,390"
Australia,Nagano,Overall,2011,"21,870"
Australia,Nagano,Overall,2012,"14,340"
Australia,Nagano,Overall,2013,"42,440"
Australia,Nagano,Overall,2014,"70,060"
Australia,Nagano,Overall,2015,"68,490"
Australia,Nagano,Overall,2016,"82,630"
Australia,Nagano,Overall,2017,"77,780"
Australia,Nagano,Overall,2018,"93,870"
Australia,Nagano,Overall,2019,"106,850"
Australia,Nagano,Overall,2020,"70,640"
Australia,Nagano,Overall,2021,350
Australia,Nagano,Overall,2022,"5,600"
Australia,Nagano,Overall,2023,"85,810"
Australia,Nagano,Overall,2024,"153,040"
Australia,Nagasaki,Overall,2011,"1,460"
Australia,Nagasaki,Overall,2012,"3,090"
Australia,Nagasaki,Overall,2013,"3,610"
Australia,Nagasaki,Overall,2014,"4,200"
Australia,Nagasaki,Overall,2015,"5,310"
Australia,Nagasaki,Overall,2016,"5,100"
Australia,Nagasaki,Overall,2017,"5,100"
Australia,Nagasaki,Overall,2018,"5,880"
Australia,Nagasaki,Overall,2019,"8,350"
Australia,Nagasaki,Overall,2020,740
Australia,Nagasaki,Overall,2021,60
Australia,Nagasaki,Overall,2022,740
Australia,Nagasaki,Overall,2023,"6,940"
Australia,Nagasaki,Overall,2024,"7,750"
Australia,Nara,Overall,2011,"1,050"
Australia,Nara,Overall,2012,"1,760"
Australia,Nara,Overall,2013,"2,520"
Australia,Nara,Overall,2014,"2,800"
Australia,Nara,Overall,2015,"4,230"
Australia,Nara,Overall,2016,"4,590"
Australia,Nara,Overall,2017,"4,450"
Australia,Nara,Overall,2018,"6,840"
Australia,Nara,Overall,2019,"8,050"
Australia,Nara,Overall,2020,910
Australia,Nara,Overall,2021,20
Australia,Nara,Overall,2022,550
Australia,Nara,Overall,2023,"8,190"
Australia,Nara,Overall,2024,"11,280"
Australia,Niigata,Overall,2011,"4,550"
Australia,Niigata,Overall,2012,"2,620"
Australia,Niigata,Overall,2013,"2,770"
Australia,Niigata,Overall,2014,"3,090"
Australia,Niigata,Overall,2015,"8,340"
Australia,Niigata,Overall,2016,"12,040"
Australia,Niigata,Overall,2017,"9,880"
Australia,Niigata,Overall,2018,"13,840"
Australia,Niigata,Overall,2019,"30,070"
Australia,Niigata,Overall,2020,"19,730"
Australia,Niigata,Overall,2021,90
Australia,Niigata,Overall,2022,"1,860"
Australia,Niigata,Overall,2023,"20,220"
Australia,Niigata,Overall,2024,"25,150"
Australia,Oita,Overall,2011,590
Australia,Oita,Overall,2012,510
Australia,Oita,Overall,2013,700
Australia,Oita,Overall,2014,900
Australia,Oita,Overall,2015,"1,820"
Australia,Oita,Overall,2016,"1,780"
Australia,Oita,Overall,2017,"2,880"
Australia,Oita,Overall,2018,"4,090"
Australia,Oita,Overall,2019,"15,210"
Australia,Oita,Overall,2020,750
Australia,Oita,Overall,2021,640
Australia,Oita,Overall,2022,"1,200"
Australia,Oita,Overall,2023,"9,500"
Australia,Oita,Overall,2024,"14,540"
Australia,Okayama,Overall,2011,"1,210"
Australia,Okayama,Overall,2012,"1,780"
Australia,Okayama,Overall,2013,"2,870"
Australia,Okayama,Overall,2014,"3,250"
Australia,Okayama,Overall,2015,"4,830"
Australia,Okayama,Overall,2016,"5,140"
Australia,Okayama,Overall,2017,"5,840"
Australia,Okayama,Overall,2018,"7,440"
Australia,Okayama,Overall,2019,"10,260"
Australia,Okayama,Overall,2020,"1,500"
Australia,Okayama,Overall,2021,40
Australia,Okayama,Overall,2022,"1,140"
Australia,Okayama,Overall,2023,"11,610"
Australia,Okayama,Overall,2024,"21,280"
Australia,Okinawa,Overall,2011,"1,510"
Australia,Okinawa,Overall,2012,"2,230"
Australia,Okinawa,Overall,2013,"5,010"
Australia,Okinawa,Overall,2014,"7,730"
Australia,Okinawa,Overall,2015,"8,190"
Australia,Okinawa,Overall,2016,"10,920"
Australia,Okinawa,Overall,2017,"13,730"
Australia,Okinawa,Overall,2018,"16,740"
Australia,Okinawa,Overall,2019,"21,530"
Australia,Okinawa,Overall,2020,"4,110"
Australia,Okinawa,Overall,2021,220
Australia,Okinawa,Overall,2022,"3,100"
Australia,Okinawa,Overall,2023,"19,310"
Australia,Okinawa,Overall,2024,"35,500"
Australia,Osaka,Overall,2011,"49,930"
Australia,Osaka,Overall,2012,"69,750"
Australia,Osaka,Overall,2013,"89,550"
Australia,Osaka,Overall,2014,"123,090"
Australia,Osaka,Overall,2015,"147,840"
Australia,Osaka,Overall,2016,"171,270"
Australia,Osaka,Overall,2017,"180,940"
Australia,Osaka,Overall,2018,"236,340"
Australia,Osaka,Overall,2019,"348,360"
Australia,Osaka,Overall,2020,"63,180"
Australia,Osaka,Overall,2021,870
Australia,Osaka,Overall,2022,"39,230"
Australia,Osaka,Overall,2023,"477,760"
Australia,Osaka,Overall,2024,"877,160"
Australia,Saga,Overall,2011,70
Australia,Saga,Overall,2012,240
Australia,Saga,Overall,2013,310
Australia,Saga,Overall,2014,510
Australia,Saga,Overall,2015,850
Australia,Saga,Overall,2016,"1,120"
Australia,Saga,Overall,2017,820
Australia,Saga,Overall,2018,"1,280"
Australia,Saga,Overall,2019,840
Australia,Saga,Overall,2020,60
Australia,Saga,Overall,2021,0
Australia,Saga,Overall,2022,150
Australia,Saga,Overall,2023,"1,980"
Australia,Saga,Overall,2024,"1,400"
Australia,Saitama,Overall,2011,610
Australia,Saitama,Overall,2012,"1,040"
Australia,Saitama,Overall,2013,"1,830"
Australia,Saitama,Overall,2014,"1,320"
Australia,Saitama,Overall,2015,"1,900"
Australia,Saitama,Overall,2016,"2,090"
Australia,Saitama,Overall,2017,"2,430"
Australia,Saitama,Overall,2018,"2,020"
Australia,Saitama,Overall,2019,"2,250"
Australia,Saitama,Overall,2020,270
Australia,Saitama,Overall,2021,370
Australia,Saitama,Overall,2022,970
Australia,Saitama,Overall,2023,"3,250"
Australia,Saitama,Overall,2024,"5,230"
Australia,Shiga,Overall,2011,"1,270"
Australia,Shiga,Overall,2012,"2,900"
Australia,Shiga,Overall,2013,"1,080"
Australia,Shiga,Overall,2014,"1,710"
Australia,Shiga,Overall,2015,"3,770"
Australia,Shiga,Overall,2016,"5,800"
Australia,Shiga,Overall,2017,"5,050"
Australia,Shiga,Overall,2018,"3,830"
Australia,Shiga,Overall,2019,"3,230"
Australia,Shiga,Overall,2020,460
Australia,Shiga,Overall,2021,30
Australia,Shiga,Overall,2022,460
Australia,Shiga,Overall,2023,"3,550"
Australia,Shiga,Overall,2024,"5,120"
Australia,Shimane,Overall,2011,"1,190"
Australia,Shimane,Overall,2012,"1,070"
Australia,Shimane,Overall,2013,260
Australia,Shimane,Overall,2014,460
Australia,Shimane,Overall,2015,670
Australia,Shimane,Overall,2016,800
Australia,Shimane,Overall,2017,780
Australia,Shimane,Overall,2018,"1,220"
Australia,Shimane,Overall,2019,"1,490"
Australia,Shimane,Overall,2020,150
Australia,Shimane,Overall,2021,20
Australia,Shimane,Overall,2022,120
Australia,Shimane,Overall,2023,780
Australia,Shimane,Overall,2024,"1,450"
Australia,Shizuoka,Overall,2011,"2,040"
Australia,Shizuoka,Overall,2012,"1,920"
Australia,Shizuoka,Overall,2013,"1,860"
Australia,Shizuoka,Overall,2014,"3,040"
Australia,Shizuoka,Overall,2015,"5,990"
Australia,Shizuoka,Overall,2016,"6,970"
Australia,Shizuoka,Overall,2017,"7,700"
Australia,Shizuoka,Overall,2018,"9,070"
Australia,Shizuoka,Overall,2019,"15,000"
Australia,Shizuoka,Overall,2020,"1,120"
Australia,Shizuoka,Overall,2021,890
Australia,Shizuoka,Overall,2022,"4,640"
Australia,Shizuoka,Overall,2023,"26,510"
Australia,Shizuoka,Overall,2024,"45,010"
Australia,Tochigi,Overall,2011,610
Australia,Tochigi,Overall,2012,"1,090"
Australia,Tochigi,Overall,2013,"2,620"
Australia,Tochigi,Overall,2014,"2,560"
Australia,Tochigi,Overall,2015,"3,170"
Australia,Tochigi,Overall,2016,"4,560"
Australia,Tochigi,Overall,2017,"4,160"
Australia,Tochigi,Overall,2018,"4,920"
Australia,Tochigi,Overall,2019,"6,570"
Australia,Tochigi,Overall,2020,690
Australia,Tochigi,Overall,2021,160
Australia,Tochigi,Overall,2022,650
Australia,Tochigi,Overall,2023,"5,840"
Australia,Tochigi,Overall,2024,"8,450"
Australia,Tokushima,Overall,2011,320
Australia,Tokushima,Overall,2012,440
Australia,Tokushima,Overall,2013,350
Australia,Tokushima,Overall,2014,580
Australia,Tokushima,Overall,2015,930
Australia,Tokushima,Overall,2016,"1,200"
Australia,Tokushima,Overall,2017,"1,830"
Australia,Tokushima,Overall,2018,"1,850"
Australia,Tokushima,Overall,2019,"2,440"
Australia,Tokushima,Overall,2020,310
Australia,Tokushima,Overall,2021,20
Australia,Tokushima,Overall,2022,290
Australia,Tokushima,Overall,2023,"2,830"
Australia,Tokushima,Overall,2024,"4,570"
Australia,Tokyo,Overall,2011,"199,470"
Australia,Tokyo,Overall,2012,"282,820"
Australia,Tokyo,Overall,2013,"355,710"
Australia,Tokyo,Overall,2014,"495,340"
Australia,Tokyo,Overall,2015,"582,280"
Australia,Tokyo,Overall,2016,"580,850"
Australia,Tokyo,Overall,2017,"701,700"
Australia,Tokyo,Overall,2018,"851,430"
Australia,Tokyo,Overall,2019,"1,226,310"
Australia,Tokyo,Overall,2020,"270,020"
Australia,Tokyo,Overall,2021,"47,310"
Australia,Tokyo,Overall,2022,"187,520"
Australia,Tokyo,Overall,2023,"1,627,430"
Australia,Tokyo,Overall,2024,"2,480,500"
Australia,Tottori,Overall,2011,200
Australia,Tottori,Overall,2012,190
Australia,Tottori,Overall,2013,260
Australia,Tottori,Overall,2014,490
Australia,Tottori,Overall,2015,300
Australia,Tottori,Overall,2016,460
Australia,Tottori,Overall,2017,570
Australia,Tottori,Overall,2018,780
Australia,Tottori,Overall,2019,"1,110"
Australia,Tottori,Overall,2020,210
Australia,Tottori,Overall,2021,20
Australia,Tottori,Overall,2022,190
Australia,Tottori,Overall,2023,510
Australia,Tottori,Overall,2024,710
Australia,Toyama,Overall,2011,280
Australia,Toyama,Overall,2012,360
Australia,Toyama,Overall,2013,320
Australia,Toyama,Overall,2014,730
Australia,Toyama,Overall,2015,"1,410"
Australia,Toyama,Overall,2016,"1,620"
Australia,Toyama,Overall,2017,"1,590"
Australia,Toyama,Overall,2018,"1,820"
Australia,Toyama,Overall,2019,"2,460"
Australia,Toyama,Overall,2020,320
Australia,Toyama,Overall,2021,50
Australia,Toyama,Overall,2022,530
Australia,Toyama,Overall,2023,"4,370"
Australia,Toyama,Overall,2024,"3,090"
Australia,Wakayama,Overall,2011,370
Australia,Wakayama,Overall,2012,"1,320"
Australia,Wakayama,Overall,2013,"1,470"
Australia,Wakayama,Overall,2014,"2,030"
Australia,Wakayama,Overall,2015,"5,090"
Australia,Wakayama,Overall,2016,"5,880"
Australia,Wakayama,Overall,2017,"6,770"
Australia,Wakayama,Overall,2018,"8,420"
Australia,Wakayama,Overall,2019,"9,140"
Australia,Wakayama,Overall,2020,640
Australia,Wakayama,Overall,2021,30
Australia,Wakayama,Overall,2022,270
Australia,Wakayama,Overall,2023,"7,300"
Australia,Wakayama,Overall,2024,"14,330"
Australia,Yamagata,Overall,2011,"1,250"
Australia,Yamagata,Overall,2012,420
Australia,Yamagata,Overall,2013,840
Australia,Yamagata,Overall,2014,"1,360"
Australia,Yamagata,Overall,2015,"1,350"
Australia,Yamagata,Overall,2016,"2,050"
Australia,Yamagata,Overall,2017,"2,050"
Australia,Yamagata,Overall,2018,"3,490"
Australia,Yamagata,Overall,2019,"3,080"
Australia,Yamagata,Overall,2020,"2,260"
Australia,Yamagata,Overall,2021,80
Australia,Yamagata,Overall,2022,450
Australia,Yamagata,Overall,2023,"3,990"
Australia,Yamagata,Overall,2024,"6,180"
Australia,Yamaguchi,Overall,2011,360
Australia,Yamaguchi,Overall,2012,570
Australia,Yamaguchi,Overall,2013,320
Australia,Yamaguchi,Overall,2014,500
Australia,Yamaguchi,Overall,2015,490
Australia,Yamaguchi,Overall,2016,750
Australia,Yamaguchi,Overall,2017,640
Australia,Yamaguchi,Overall,2018,680
Australia,Yamaguchi,Overall,2019,800
Australia,Yamaguchi,Overall,2020,130
Australia,Yamaguchi,Overall,2021,130
Australia,Yamaguchi,Overall,2022,90
Australia,Yamaguchi,Overall,2023,750
Australia,Yamaguchi,Overall,2024,"1,510"
Australia,Yamanashi,Overall,2011,710
Australia,Yamanashi,Overall,2012,"1,630"
Australia,Yamanashi,Overall,2013,"2,360"
Australia,Yamanashi,Overall,2014,"4,720"
Australia,Yamanashi,Overall,2015,"10,510"
Australia,Yamanashi,Overall,2016,"14,690"
